tempo_segundos,gz_original,gz_filtrado
0.21081089973449707,1.3427734375,1.0579427083333333
0.3136861324310303,0.79345703125,1.0172526041666667
0.4070565700531006,1.03759765625,1.0579427083333333
0.5082709789276123,0.9765625,0.9358723958333334
0.596442461013794,0.9765625,0.9969075520833334
0.7068328857421875,0.79345703125,0.91552734375
0.8113954067230225,0.48828125,0.7527669270833334
0.9130961894989014,0.67138671875,0.6510416666666666
1.0040652751922607,0.8544921875,0.67138671875
1.1085388660430908,0.48828125,0.67138671875
1.2173831462860107,0.8544921875,0.732421875
1.3210256099700928,0.732421875,0.6917317708333334
1.485011100769043,0.732421875,0.7731119791666666
1.546133279800415,0.79345703125,0.7527669270833334
1.6572883129119873,0.67138671875,0.732421875
1.7227411270141602,1.15966796875,0.8748372395833334
1.9670770168304443,-1.220703125,0.20345052083333334
2.0224621295928955,103.759765625,34.566243489583336
2.1468334197998047,90.27099609375,64.27001953125
2.26298189163208,89.90478515625,94.64518229166667
2.3862454891204834,51.6357421875,77.2705078125
2.4467997550964355,79.16259765625,73.56770833333333
2.5594828128814697,128.11279296875,86.3037109375
2.6228697299957275,91.97998046875,99.75179036458333
2.7394721508026123,37.353515625,85.8154296875
2.861734390258789,22.27783203125,50.537109375
2.920274257659912,1.40380859375,20.345052083333332
3.0462284088134766,-1.8310546875,7.283528645833333
3.1673219203948975,-33.935546875,-11.454264322916666
3.2785236835479736,-80.6884765625,-38.818359375
3.3465442657470703,-139.46533203125,-84.69645182291667
3.4628820419311523,-101.07421875,-107.07600911458333
3.5784125328063965,-180.72509765625,-140.42154947916666
3.646845817565918,-305.5419921875,-195.78043619791666
3.7571024894714355,-292.54150390625,-259.6028645833333
3.887117385864258,-131.7138671875,-243.26578776041666
3.946204900741577,-82.1533203125,-168.80289713541666
4.0654847621917725,-68.115234375,-93.994140625
4.176948070526123,-34.1796875,-61.482747395833336
4.246446371078491,-17.88330078125,-40.059407552083336
4.417393684387207,6.77490234375,-15.096028645833334
4.481646537780762,11.04736328125,-0.020345052083333332
4.545897722244263,18.12744140625,11.983235677083334
4.666403770446777,52.06298828125,27.079264322916668
4.778781890869141,43.212890625,37.801106770833336
4.846640110015869,14.70947265625,36.661783854166664
4.9623541831970215,36.62109375,31.514485677083332
5.143845319747925,36.9873046875,29.439290364583332
5.206105709075928,76.47705078125,50.028483072916664
5.263243675231934,169.43359375,94.29931640625
5.377004384994507,212.21923828125,152.7099609375
5.5595831871032715,214.29443359375,198.64908854166666
5.679764986038208,87.82958984375,171.44775390625
5.801555395126343,69.580078125,123.9013671875
5.8655312061309814,56.5185546875,71.30940755208333
5.984880208969116,48.828125,58.308919270833336
6.101780652999878,33.447265625,46.2646484375
6.165653705596924,10.55908203125,30.94482421875
6.283292055130005,7.32421875,17.110188802083332
6.401707649230957,2.9296875,6.937662760416667
6.466065406799316,-26.06201171875,-5.269368489583333
6.586884498596191,-87.70751953125,-36.946614583333336
6.7071263790130615,-106.38427734375,-73.38460286458333
6.821654558181763,-68.2373046875,-87.44303385416667
6.887553691864014,-45.83740234375,-73.486328125
7.00222635269165,-52.24609375,-55.440266927083336
7.1243791580200195,-111.6943359375,-69.92594401041667
7.1792614459991455,106.62841796875,-19.10400390625
7.306129217147827,-280.82275390625,-95.29622395833333
7.423369407653809,71.35009765625,-34.281412760416664
7.485437870025635,-130.92041015625,-113.46435546875
7.6022703647613525,6.34765625,-17.740885416666668
7.724288702011108,13.97705078125,-36.865234375
7.780525207519531,-267.4560546875,-82.37711588541667
7.907047510147095,167.724609375,-28.584798177083332
8.025464296340942,-243.0419921875,-114.2578125
8.08347773551941,-48.9501953125,-41.422526041666664
8.203611373901367,87.158203125,-68.27799479166667
8.326242685317993,-337.70751953125,-99.83317057291667
8.38293719291687,29.11376953125,-73.81184895833333
8.50589895248413,-106.3232421875,-138.3056640625
8.683809518814087,-289.73388671875,-122.314453125
8.808394193649292,-116.2109375,-170.75602213541666
8.920491695404053,-186.95068359375,-197.6318359375
8.987372398376465,139.16015625,-54.667154947916664
9.100751399993896,549.62158203125,167.27701822916666
9.22220230102539,-114.2578125,191.50797526041666
9.281404256820679,-208.1298828125,75.74462890625
9.457959175109863,50.84228515625,-90.51513671875
9.524429559707642,349.4873046875,64.06656901041667
9.7064368724823,132.080078125,177.46988932291666
9.824163436889648,-298.2177734375,61.116536458333336
9.94122052192688,27.28271484375,-46.284993489583336
10.006732940673828,334.77783203125,21.280924479166668
10.18448781967163,137.5732421875,166.54459635416666
10.246704339981079,-191.89453125,93.48551432291667
10.306835174560547,-294.86083984375,-116.39404296875
10.42479395866394,-135.009765625,-207.25504557291666
10.545314311981201,161.19384765625,-89.55891927083333
10.599522113800049,317.19970703125,114.46126302083333
10.78706669807434,219.54345703125,232.64567057291666
10.9023597240448,46.630859375,194.4580078125
10.96660041809082,129.8828125,132.01904296875
11.022146940231323,-90.9423828125,28.523763020833332
11.139877796173096,-286.80419921875,-82.62125651041667
11.205719709396362,-292.3583984375,-223.36832682291666
11.385440349578857,-74.21875,-217.79378255208334
11.446264028549194,215.33203125,-50.4150390625
11.620527744293213,305.0537109375,148.72233072916666
11.739595174789429,-280.3955078125,79.99674479166667
11.924015760421753,-75.01220703125,-16.78466796875
12.044737815856934,42.96875,-104.14632161458333
12.166576147079468,-197.998046875,-76.68050130208333
12.285311937332153,12.75634765625,-47.42431640625
12.466663360595703,188.53759765625,1.0986328125
12.520573139190674,31.55517578125,77.61637369791667
12.640578746795654,221.6796875,147.25748697916666
12.762181282043457,67.44384765625,106.89290364583333
12.824803590774536,-143.4326171875,48.563639322916664
12.945570230484009,-174.31640625,-83.43505859375
13.066520929336548,100.03662109375,-72.57080078125
13.123282194137573,226.07421875,50.59814453125
13.246281385421753,198.42529296875,174.84537760416666
13.359113693237305,125.6103515625,183.36995442708334
13.423019170761108,90.33203125,138.12255859375
13.546322107315063,57.12890625,91.02376302083333
13.666675567626953,89.35546875,78.93880208333333
13.841480016708374,59.4482421875,68.64420572916667
13.962908744812012,36.68212890625,61.82861328125
14.079875946044922,38.14697265625,44.759114583333336
14.146751880645752,29.11376953125,34.647623697916664
14.260889053344727,26.123046875,31.1279296875
14.3852059841156,12.20703125,22.481282552083332
14.446837186813354,13.00048828125,17.110188802083332
14.559755325317383,-2.3193359375,7.62939453125
14.677389860153198,-183.16650390625,-57.4951171875
14.746763706207275,37.109375,-49.458821614583336
14.860288381576538,51.3916015625,-31.55517578125
